Annotator,Paper,Cited-by,Follow-up,Citing Sentence,Tagged Sentence
B,P05-1045,N13-1007,1,"We used Stanford NER (Finkel et al., 2005) for English named entity recognition (NER), KNP for Japanese NER, and BaseNER (Zhao and Kit, 2008) for Chinese NER.","We used Stanford NER TREF for English named entity recognition (NER), KNP for Japanese NER, and BaseNER REF for Chinese NER."
B,P05-1045,N13-1037,0,"In part-of-speech tagging, the accuracy of the Stanford tagger (Toutanova et al., 2003) falls from 97% on Wall Street Journal text to 85% accuracy on Twitter (Gimpel et al., 2011). In named entity recognition, the CoNLL-trained Stanford recognizer achieves 44% F-measure (Ritter et al., 2011), down from 86% on the CoNLL test set (Finkel et al., 2005).","In part-of-speech tagging, the accuracy of the Stanford tagger REF falls from 97% on Wall Street Journal text to 85% accuracy on Twitter REF. In named entity recognition, the CoNLL-trained Stanford recognizer achieves 44% F-measure REF, down from 86% on the CoNLL test set TREF."
B,P05-1045,N13-1059,1,"For syntactic analysis we use the Stanford Parser (Finkel et al., 2005).",For syntactic analysis we use the Stanford Parser TREF.
B,P05-1045,P06-1059,2,"In NER tasks, however, informa￾tion about a distant entity is often more useful than information about the previous state (Finkel et al.,2005).","In NER tasks, however, informa￾tion about a distant entity is often more useful than information about the previous state TREF."
B,P05-1045,P06-1089,2,"Global information is known to be useful in other NLP tasks, especially in the named entity recognition task, and several studies successfully used global features (Chieu and Ng, 2002; Finkel et al., 2005)","Global information is known to be useful in other NLP tasks, especially in the named entity recognition task, and several studies successfully used global features TREF"
B,P05-1045,P06-1141,3,"Finkel et al. (2005) hand-set penalties for inconsistency in entity labeling at different occurrences in the text, based on some statistics from training data.","TREF hand-set penalties for inconsistency in entity labeling at different occurrences in the text, based on some statistics from training data."
B,P05-1045,P06-2054,0,"An additional consistent edge of a linear-chain conditional random field (CRF) explicitly models the dependencies between distant occurrences of similar words (Sutton and McCallum, 2004; Finkel et al., 2005).",An additional consistent edge of a linear-chain conditional random field (CRF) explicitly models the dependencies between distant occurrences of similar words (GTREF).
B,P05-1045,P08-1031,0,"We employ Gibbs sampling, previously used in NLP by Finkel et al. (2005) and Goldwater et al. (2006), among others.","We employ Gibbs sampling, previously used in NLP by TREF and REF, among others."
B,P05-1045,P08-2012,1,We added named entity (NE) tags to the data using the tagger of Finkel et al. (2005).,We added named entity (NE) tags to the data using the tagger of TREF.
B,P05-1045,P08-4003,1,"Starting out with a chunking pipeline, which uses a classical combination of tagger and chunker, with the Stanford POS tagger (Toutanova et al., 2003), the YamCha chunker (Kudoh and Matsumoto, 2000) and the Stanford Named Entity Recognizer (Finkel et al., 2005), the desire to use richer syntactic representations led to the development of a parsing pipeline, which uses Charniak and Johnson’s reranking parser (Charniak and Johnson, 2005) to assign POS tags and uses base NPs as chunk equivalents, while also providing syntactic trees that can be used by feature extractors.","Starting out with a chunking pipeline, which uses a classical combination of tagger and chunker, with the Stanford POS tagger REF, the YamCha chunker REF and the Stanford Named Entity Rec_x0002_ognizer TREF, the desire to use richer syntactic representations led to the development of a parsing pipeline, which uses Charniak and Johnson’s reranking parser REF to assign POS tags and uses base NPs as chunk equivalents, while also providing syntactic trees that can be used by feature extractors."
B,P05-1045,P09-1113,1,"We perform named entity tagging using the Stanford four-class named entity tagger (Finkel et al., 2005).",We perform named entity tagging using the Stanford four-class named entity tagger TREF.
B,P05-1045,P09-2041,1,"To implement this method, we first use the Stanford Named Entity Recognizer (Finkel et al., 2005) to identify the set of person and organisation entities, E, from each article in the corpus.","To implement this method, we first use the Stanford Named Entity Recognizer TREF to identify the set of person and organisation entities, E, from each article in the corpus."
B,P05-1045,P10-1015,1,"We processed each novel with the Stanford NER tagger (Finkel et al., 2005) and extracted noun phrases that were categorized as persons or organizations.",We processed each novel with the Stanford NER tagger TREF and extracted noun phrases that were categorized as persons or organizations.
B,P05-1045,P10-1056,1,"We run the Stanford Named Entity Recognizer (Finkel et al., 2005) and record the number of PERSONs, ORGANIZATIONs, and LOCATIONs.","We run the Stanford Named Entity Recognizer TREF and record the number of PERSONs, ORGANIZATIONs, and LOCATIONs."
B,P05-1045,P10-1148,1,"That is, a non-animate noun can hardly  constitute an experience. In order to make a distinction, we use the dependency parser and a named-entity recognizer (Finkel et al., 2005) that can recognize person pronouns and person names.","That is, a non-animate noun can hardly  constitute an experience. In order to make a distinction, we use the dependency parser and a named-entity recognizer TREF that can recognize person pronouns and person names."
B,P05-1045,P10-2029,1,"NE OpenNLP (Baldridge, J., 2005) Recognizer Stanford (Finkel et al., 2005)",NE OpenNLP REF Recognizer Stanford TREF
B,P05-1045,P10-2049,1,"To reproduce the system by Zhuang et al. (2006), we substitute the cast and crew list employed by them (see Section 3.2), with a NER component (Finkel et al., 2005).","To reproduce the system by REF, we substitute the cast and crew list employed by them (see Section 3.2), with a NER component TREF."
B,P05-1045,P11-1037,1,"Proposed solutions to NER fall into three categories: 1) The rule-based (Krupka and Hausman, 1998); 2) the machine learning based (Finkel and Manning, 2009; Singh et al., 2010) ; and 3) hybrid methods (Jansche and Abney, 2002).",Proposed solutions to NER fall into three categories: 1) The rule-based REF; 2) the machine learning based (TREF) ; and 3) hybrid methods REF.
B,P05-1045,P11-1082,1,"Since knowledge extraction from webbased encyclopedia is typically noisy (Ponzetto and Poesio, 2009), we use YAGO to determine whether two NPs have a relation only if one NP is a named entity (NE) of type person, organization, or location according to the Stanford NE recognizer (Finkel et al., 2005) and the other NP is a common noun.","Since knowledge extraction from webbased encyclopedia is typically noisy REF, we use YAGO to determine whether two NPs have a relation only if one NP is a named entity (NE) of type person, organization, or location according to the Stanford NE recognizer TREF and the other NP is a common noun."
B,P05-1045,P11-1113,0,"Finkel et al. (2005) used Gibbs sampling, a simple Monte Carlo method used to perform approximate inference in factored probabilistic models.","TREF used Gibbs sampling, a simple Monte Carlo method used to perform approximate inference in factored probabilistic models."
B,P05-1045,P11-1114,1,"Semantic features: we use the Stanford NER tagger (Finkel et al., 2005) to determine if the targeted NP is a named entity, and we use the Sundance parser (Riloff and Phillips, 2004) to assign semantic class labels to each NP’s head noun.","Semantic features: we use the Stanford NER tag_x0002_ger TREF to determine if the targeted NP is a named entity, and we use the Sundance parser REF to assign semantic class labels to each NP’s head noun."
